,Accuracy,Time
HCD35_Positive,72.32142857142857,62.01836156845093
HCD45_Positive,68.15476190476191,79.2697422504425
HCD65_Positive,68.45238095238095,102.58207631111145
HCD35_Negative,64.89361765536856,9.980432033538818
HCD45_Negative,67.0212763421079,11.957728147506714
HCD65_Negative,68.08510612934194,15.35401725769043
